# Middle Chinese to Mandarin syllable mapping (work in progress)
# version: 20190512
# author: hhliow (github.com/hhliow)
# license: cc by-nc-sa 4.0
# The Middle Chinese syllables are transcribed using Baxter transcription.
# The Mandarin IPA transcription is intended to reflect the system of 洪武正韻譯訓. The following modern phonetic realization are not marked explicitly:
#  Merge of syllable codae -p -t -k to glottal stop [ʔ];
#  Omission of breathiness in breathy fricatives ʂʱ ʃʱ sʱ fʱ ɦ (resulting in merge with [ʂ] [ʃ] [s] [f] [h]~[x] respectively);
#  Palatalization and frictivization of /k/ /g/ /ŋ/ /ʔ/ /h/ /ɦ/ before /i/ or /y/;
#  Merge of -iaw and -iɛw.
kwangx_ghiunh_entry	middle_chinese_to_mandarin_mapping
21325(紱)	紱(pjut)->紱(fuʔ(t))
21326(黻)	黻(pjut)->黻(fuʔ(t))
21327(綍)	綍(pjut)->綍(fuʔ(t))
21328(紼)	紼(pjut)->紼(fuʔ(t))
21329(芾)	芾(pjut)->芾(fuʔ(t))
21331(韍)	韍(pjut)->韍(fuʔ(t))
21332(不)	不(pjut)->不(fuʔ(t))
21334(翇)	翇(pjut)->翇(fuʔ(t))
21335(柫)	柫(pjut)->柫(fuʔ(t))
21337(髴)	髴(pjut)->髴(fuʔ(t))
21337(髴)	彿(pjut)->彿(fuʔ(t))
21338(冹)	冹(pjut)->冹(fuʔ(t))
21339(帗)	帗(pjut)->帗(fuʔ(t))
21341(笰)	笰(pjut)->笰(fuʔ(t))
21344(鬱)	鬱('jut)->鬱(ʔyʔ(t))
21344(鬱)	鬰('jut)->鬰(ʔyʔ(t))
21344(鬱)	欝('jut)->欝(ʔyʔ(t))
21351(菀)	苑('jut)->苑(ʔyʔ(t))
21351(菀)	菀('jut)->菀(ʔyʔ(t))
21352(尉)	尉('jut)->尉(ʔyʔ(t))
21354(蔚)	蔚('jut)->蔚(ʔyʔ(t))
21355(𩰪)	𩰪('jut)->𩰪(ʔyʔ(t))
21359(厥)	厥(kjut)->厥(kyʔ(t))
21360(屈)	屈(kjut)->屈(kyʔ(t))
21364(𠜾)	𠜾(kjut)->𠜾(kyʔ(t))
21366(屈)	屈(khjut)->屈(kʰyʔ(t))
21367(詘)	詘(khjut)->詘(kʰyʔ(t))
21369(倔)	倔(gjut)->倔(gy̏ʔ(t))
21371(崛)	崛(gjut)->崛(gy̏ʔ(t))
21373(䘿)	䘿(gjut)->䘿(gy̏ʔ(t))
21375(堀)	堀(gjut)->堀(gy̏ʔ(t))
21377(掘)	掘(gjut)->掘(gy̏ʔ(t))
21377(掘)	撅(gjut)->撅(gy̏ʔ(t))
21378(佛)	佛(bjut)->佛(fʱȕʔ(t))
21378(佛)	仏(bjut)->仏(fʱȕʔ(t))
21379(怫)	怫(bjut)->怫(fʱȕʔ(t))
21380(坲)	坲(bjut)->坲(fʱȕʔ(t))
21382(咈)	咈(bjut)->咈(fʱȕʔ(t))
21393(䬑)	䬑(hjut)->䬑(jy̏ʔ(t))
21399(拂)	拂(phjut)->拂(fuʔ(t))
21399(拂)	払(phjut)->払(fuʔ(t))
21402(茀)	茀(phjut)->茀(fuʔ(t))
21403(祓)	祓(phjut)->祓(fuʔ(t))
21405(刜)	刜(phjut)->刜(fuʔ(t))
21408(髴)	髴(phjut)->髴(fuʔ(t))
21408(髴)	彿(phjut)->彿(fuʔ(t))
21409(彿)	彿(phjut)->彿(fuʔ(t))
21409(彿)	髴(phjut)->髴(fuʔ(t))
21412(迄)	迄(xj+t)->迄(hiʔ(t))
21414(釳)	釳(xj+t)->釳(hiʔ(t))
21415(肸)	肸(xj+t)->肸(hiʔ(t))
21416(忔)	忔(xj+t)->忔(hiʔ(t))
21420(汔)	汔(xj+t)->汔(hiʔ(t))
21421(訖)	訖(kj+t)->訖(kiʔ(t))
21422(吃)	吃(kj+t)->吃(kiʔ(t))
21426(疙)	疙(ngj+t)->疙(ŋȉʔ(t))
21427(屹)	屹(ngj+t)->屹(ŋȉʔ(t))
21430(仡)	仡(ngj+t)->仡(ŋȉʔ(t))
21433(乞)	乞(khj+t)->乞(kʰiʔ(t))
21436(月)	月(ngjwot)->月((ŋ)jyuɛ̏ʔ(t))
21437(刖)	刖(ngjwot)->刖((ŋ)jyuɛ̏ʔ(t))
21440(軏)	軏(ngjwot)->軏((ŋ)jyuɛ̏ʔ(t))
21447(伐)	伐(bjot)->伐(fʱȁʔ(t))
21448(筏)	筏(bjot)->筏(fʱȁʔ(t))
21450(罰)	罰(bjot)->罰(fʱȁʔ(t))
21450(罰)	罸(bjot)->罸(fʱȁʔ(t))
21451(閥)	閥(bjot)->閥(fʱȁʔ(t))
21452(垡)	垡(bjot)->垡(fʱȁʔ(t))
21455(瞂)	瞂(bjot)->瞂(fʱȁʔ(t))
21461(越)	越(hjwot)->越((ŋ)jyuɛ̏ʔ(t))
21463(粤)	粤(hjwot)->粤((ŋ)jyuɛ̏ʔ(t))
21464(戉)	戉(hjwot)->戉((ŋ)jyuɛ̏ʔ(t))
21465(鉞)	鉞(hjwot)->鉞((ŋ)jyuɛ̏ʔ(t))
21466(䋐)	䋐(hjwot)->䋐((ŋ)jyuɛ̏ʔ(t))
21467(樾)	樾(hjwot)->樾((ŋ)jyuɛ̏ʔ(t))
21468(蚏)	蚎(hjwot)->蚎((ŋ)jyuɛ̏ʔ(t))
21468(蚏)	蚏(hjwot)->蚏((ŋ)jyuɛ̏ʔ(t))
21469(曰)	曰(hjwot)->曰((ŋ)jyuɛ̏ʔ(t))
21473(熭)	熭(hjwot)->熭((ŋ)jyuɛ̏ʔ(t))
21477(厥)	厥(kjwot)->厥(kyuɛʔ(t))
21479(蹶)	蹶(kjwot)->蹶(kyuɛʔ(t))
21483(瘚)	瘚(kjwot)->瘚(kyuɛʔ(t))
21484(劂)	劂(kjwot)->劂(kyuɛʔ(t))
21485(蕨)	蕨(kjwot)->蕨(kyuɛʔ(t))
21486(蟨)	蟨(kjwot)->蟨(kyuɛʔ(t))
21498(噦)	噦('jwot)->噦(ʔyuɛʔ(t))
21501(鷢)	鷢(gjwot)->鷢(gyuɛ̏ʔ(t))
21502(橜)	橛(gjwot)->橛(gyuɛ̏ʔ(t))
21502(橜)	橜(gjwot)->橜(gyuɛ̏ʔ(t))
21503(撅)	撅(gjwot)->撅(gyuɛ̏ʔ(t))
21503(撅)	掘(gjwot)->掘(gyuɛ̏ʔ(t))
21505(掘)	掘(gjwot)->掘(gyuɛ̏ʔ(t))
21505(掘)	撅(gjwot)->撅(gyuɛ̏ʔ(t))
21513(闕)	闕(khjwot)->闕(kʰyuɛʔ(t))
21515(𦁐)	𦁐(khjwot)->𦁐(kʰyuɛʔ(t))
21516(髮)	髮(pjot)->髮(faʔ(t))
21516(髮)	髪(pjot)->髪(faʔ(t))
21519(發)	發(pjot)->發(faʔ(t))
21519(發)	发(pjot)->发(faʔ(t))
21519(發)	彂(pjot)->彂(faʔ(t))
21519(發)	発(pjot)->発(faʔ(t))
21521(冹)	冹(pjot)->冹(faʔ(t))
21523(韈)	韈(mjot)->韈(vȁʔ(t))
21523(韈)	襪(mjot)->襪(vȁʔ(t))
21523(韈)	韤(mjot)->韤(vȁʔ(t))
21533(謁)	謁('jot)->謁(ʔiɛʔ(t))
21534(閼)	閼('jot)->閼(ʔiɛʔ(t))
21535(暍)	暍('jot)->暍(ʔiɛʔ(t))
21538(歇)	歇(xjot)->歇(hiɛʔ(t))
21539(蠍)	蠍(xjot)->蠍(hiɛʔ(t))
21540(猲)	猲(xjot)->猲(hiɛʔ(t))
21543(訐)	訐(kjot)->訐(kiɛʔ(t))
21545(羯)	羯(kjot)->羯(kiɛʔ(t))
21546(揭)	揭(kjot)->揭(kiɛʔ(t))
21546(揭)	掲(kjot)->掲(kiɛʔ(t))
21550(揭)	揭(gjot)->揭(giɛ̏ʔ(t))
21550(揭)	掲(gjot)->掲(giɛ̏ʔ(t))
21551(竭)	竭(gjot)->竭(giɛ̏ʔ(t))
21552(碣)	碣(gjot)->碣(giɛ̏ʔ(t))
21553(楬)	楬(gjot)->楬(giɛ̏ʔ(t))
21555(钀)	钀(ngjot)->钀(ŋiɛ̏ʔ(t))
21556(没)	沒(mwot)->沒(mȕʔ(t))
21556(没)	没(mwot)->没(mȕʔ(t))
21557(殁)	歿(mwot)->歿(mȕʔ(t))
21557(殁)	殁(mwot)->殁(mȕʔ(t))
21563(骨)	骨(kwot)->骨(kuʔ(t))
21566(滑)	滑(kwot)->滑(kuʔ(t))
21566(滑)	磆(kwot)->磆(kuʔ(t))
21569(淈)	淈(kwot)->淈(kuʔ(t))
21571(愲)	愲(kwot)->愲(kuʔ(t))
21579(勃)	勃(bwot)->勃(bȕʔ(t))
21579(勃)	艴(bwot)->艴(bȕʔ(t))
21580(渤)	渤(bwot)->渤(bȕʔ(t))
21585(馞)	馞(bwot)->馞(bȕʔ(t))
21586(悖)	悖(bwot)->悖(bȕʔ(t))
21589(浡)	浡(bwot)->浡(bȕʔ(t))
21592(㪍)	㪍(bwot)->㪍(bȕʔ(t))
21593(誖)	誖(bwot)->誖(bȕʔ(t))
21594(㶿)	㶿(bwot)->㶿(bȕʔ(t))
21595(桲)	桲(bwot)->桲(bȕʔ(t))
21596(孛)	孛(bwot)->孛(bȕʔ(t))
21597(艴)	艴(bwot)->艴(bȕʔ(t))
21597(艴)	勃(bwot)->勃(bȕʔ(t))
21602(咄)	咄(twot)->咄(tuʔ(t))
21603(柮)	柮(twot)->柮(tuʔ(t))
21606(宊)	突(thwot)->突(tʰuʔ(t))
21606(宊)	宊(thwot)->宊(tʰuʔ(t))
21635(忽)	忽(xwot)->忽(huʔ(t))
21636(昒)	昒(xwot)->昒(huʔ(t))
21640(笏)	笏(xwot)->笏(huʔ(t))
21642(曶)	曶(xwot)->曶(huʔ(t))
21649(惚)	惚(xwot)->惚(huʔ(t))
21652(兀)	兀(ngwot)->兀((ŋ)ȕʔ(t))
21653(扤)	扤(ngwot)->扤((ŋ)ȕʔ(t))
21654(杌)	杌(ngwot)->杌((ŋ)ȕʔ(t))
21655(屼)	屼(ngwot)->屼((ŋ)ȕʔ(t))
21656(矹)	矹(ngwot)->矹((ŋ)ȕʔ(t))
21666(刖)	刖(ngwot)->刖((ŋ)ȕʔ(t))
21669(昢)	昢(phwot)->昢(pʰuʔ(t))
21674(硉)	硉(lwot)->硉(lȕʔ(t))
21678(窟)	窟(khwot)->窟(kʰuʔ(t))
21681(𩑔)	𩑔(khwot)->𩑔(kʰuʔ(t))
21682(矻)	矻(khwot)->矻(kʰuʔ(t))
21683(堀)	堀(khwot)->堀(kʰuʔ(t))
21693(訥)	訥(nwot)->訥(nȕʔ(t))
21698(窣)	窣(swot)->窣(suʔ(t))
21705(猝)	猝(tshwot)->猝(tsʰuʔ(t))
21706(卒)	卒(tshwot)->卒(tsʰuʔ(t))
21706(卒)	卆(tshwot)->卆(tsʰuʔ(t))
21716(麧)	麧(hot)->麧(ɦə̏ʔ(t))
21718(齕)	齕(hot)->齕(ɦə̏ʔ(t))
21719(紇)	紇(hot)->紇(ɦə̏ʔ(t))
21726(鶻)	鶻(hwot)->鶻(ɦȕʔ(t))
21730(滑)	滑(hwot)->滑(ɦȕʔ(t))
21730(滑)	磆(hwot)->磆(ɦȕʔ(t))
21731(卒)	卒(tswot)->卒(tsuʔ(t))
21731(卒)	卆(tswot)->卆(tsuʔ(t))
21732(倅)	倅(tswot)->倅(tsuʔ(t))
21732(倅)	伜(tswot)->伜(tsuʔ(t))
21733(稡)	稡(tswot)->稡(tsuʔ(t))
21734(曷)	曷(hat)->曷(ɦɔ̏ʔ(t))
21735(褐)	褐(hat)->褐(ɦɔ̏ʔ(t))
21736(毼)	毼(hat)->毼(ɦɔ̏ʔ(t))
21737(鶡)	鶡(hat)->鶡(ɦɔ̏ʔ(t))
21744(鞨)	鞨(hat)->鞨(ɦɔ̏ʔ(t))
21747(喝)	喝(xat)->喝(hɔʔ(t))
21748(猲)	猲(xat)->猲(hɔʔ(t))
21753(怛)	怛(tat)->怛(taʔ(t))
21754(𢛁)	𢛁(tat)->𢛁(taʔ(t))
21755(妲)	妲(tat)->妲(taʔ(t))
21759(狚)	狚(tat)->狚(taʔ(t))
21760(笪)	笪(tat)->笪(taʔ(t))
21763(闥)	闥(that)->闥(tʰaʔ(t))
21765(撻)	撻(that)->撻(tʰaʔ(t))
21767(澾)	澾(that)->澾(tʰaʔ(t))
21768(獺)	獺(that)->獺(tʰaʔ(t))
21771(羍)	羍(that)->羍(tʰaʔ(t))
21773(達)	達(that)->達(tʰaʔ(t))
21773(達)	逹(that)->逹(tʰaʔ(t))
21774(汏)	汏(that)->汏(tʰaʔ(t))
21776(遏)	遏('at)->遏(ʔɔʔ(t))
21777(齃)	齃('at)->齃(ʔɔʔ(t))
21778(頞)	頞('at)->頞(ʔɔʔ(t))
21779(堨)	堨('at)->堨(ʔɔʔ(t))
21780(閼)	閼('at)->閼(ʔɔʔ(t))
21782(餲)	餲('at)->餲(ʔɔʔ(t))
21783(靄)	靄('at)->靄(ʔɔʔ(t))
21787(剌)	剌(lat)->剌(lȁʔ(t))
21789(辢)	辢(lat)->辢(lȁʔ(t))
21789(辢)	辣(lat)->辣(lȁʔ(t))
21793(糲)	糲(lat)->糲(lȁʔ(t))
21803(渴)	渴(khat)->渴(kʰɔʔ(t))
21803(渴)	渇(khat)->渇(kʰɔʔ(t))
21811(達)	達(dat)->達(dȁʔ(t))
21811(達)	逹(dat)->逹(dȁʔ(t))
21812(薘)	薘(dat)->薘(dȁʔ(t))
21813(巀)	巀(dzat)->巀(dzȁʔ(t))
21814(囋)	囋(dzat)->囋(dzȁʔ(t))
21830(葛)	葛(kat)->葛(kɔʔ(t))
21833(割)	割(kat)->割(kɔʔ(t))
21835(匃)	匃(kat)->匃(kɔʔ(t))
21835(匃)	匄(kat)->匄(kɔʔ(t))
21836(輵)	轕(kat)->轕(kɔʔ(t))
21836(輵)	輵(kat)->輵(kɔʔ(t))
21839(㵧)	㵧(kat)->㵧(kɔʔ(t))
21840(躠)	躠(sat)->躠(saʔ(t))
21841(薩)	薩(sat)->薩(saʔ(t))
21842(摋)	摋(sat)->摋(saʔ(t))
21843(𥻦)	𥻦(sat)->𥻦(saʔ(t))
21845(攃)	攃(sat)->攃(saʔ(t))
21849(攃)	攃(tshat)->攃(tsʰaʔ(t))
21851(礤)	礤(tshat)->礤(tsʰaʔ(t))
21852(捺)	捺(nat)->捺(nȁʔ(t))
21856(末)	末(mat)->末(mwɔ̏ʔ(t))
21857(昩)	昩(mat)->昩(mwɔ̏ʔ(t))
21863(秣)	秣(mat)->秣(mwɔ̏ʔ(t))
21865(靺)	靺(mat)->靺(mwɔ̏ʔ(t))
21872(眜)	眜(mat)->眜(mwɔ̏ʔ(t))
21873(抹)	抹(mat)->抹(mwɔ̏ʔ(t))
21874(妺)	妺(mat)->妺(mwɔ̏ʔ(t))
21880(沫)	沫(mat)->沫(mwɔ̏ʔ(t))
21882(袜)	袜(mat)->袜(mwɔ̏ʔ(t))
21885(撥)	撥(pat)->撥(pwɔʔ(t))
21888(茇)	茇(pat)->茇(pwɔʔ(t))
21889(鉢)	鉢(pat)->鉢(pwɔʔ(t))
21890(盋)	盋(pat)->盋(pwɔʔ(t))
21892(鱍)	鱍(pat)->鱍(pwɔʔ(t))
21895(襏)	襏(pat)->襏(pwɔʔ(t))
21907(括)	括(kwat)->括(kwɔʔ(t))
21908(活)	活(kwat)->活(kwɔʔ(t))
21911(檜)	檜(kwat)->檜(kwɔʔ(t))
21911(檜)	栝(kwat)->栝(kwɔʔ(t))
21912(栝)	栝(kwat)->栝(kwɔʔ(t))
21912(栝)	檜(kwat)->檜(kwɔʔ(t))
21913(聒)	聒(kwat)->聒(kwɔʔ(t))
21916(鴰)	鴰(kwat)->鴰(kwɔʔ(t))
21918(适)	适(kwat)->适(kwɔʔ(t))
21920(佸)	佸(kwat)->佸(kwɔʔ(t))
21923(葀)	葀(kwat)->葀(kwɔʔ(t))
21927(筈)	筈(kwat)->筈(kwɔʔ(t))
21928(闊)	闊(khwat)->闊(kʰwɔʔ(t))
21928(闊)	濶(khwat)->濶(kʰwɔʔ(t))
21934(活)	活(hwat)->活(ɦwɔ̏ʔ(t))
21937(越)	越(hwat)->越(ɦwɔ̏ʔ(t))
21939(佸)	佸(hwat)->佸(ɦwɔ̏ʔ(t))
21942(奪)	奪(dwat)->奪(dwɔ̏ʔ(t))
21944(敓)	𭣳(dwat)->𭣳(dwɔ̏ʔ(t))
21944(敓)	敓(dwat)->敓(dwɔ̏ʔ(t))
21944(敓)	敚(dwat)->敚(dwɔ̏ʔ(t))
21945(脫)	脫(dwat)->脫(dwɔ̏ʔ(t))
21950(豁)	豁(xwat)->豁(hwɔʔ(t))
21951(𧯆)	𧯆(xwat)->𧯆(hwɔʔ(t))
21953(濊)	濊(xwat)->濊(hwɔʔ(t))
21958(斡)	斡('wat)->斡(ʔwɔʔ(t))
21961(捾)	捾('wat)->捾(ʔwɔʔ(t))
21967(繓)	繓(tswat)->繓(tswɔʔ(t))
21968(撮)	撮(tswat)->撮(tswɔʔ(t))
21969(攥)	攥(tswat)->攥(tswɔʔ(t))
21970(鏺)	鏺(phat)->鏺(pʰwɔʔ(t))
21983(侻)	侻(thwat)->侻(tʰwɔʔ(t))
21985(脫)	脫(thwat)->脫(tʰwɔʔ(t))
21986(莌)	莌(thwat)->莌(tʰwɔʔ(t))
21988(捋)	捋(lwat)->捋(lwɔ̏ʔ(t))
21993(掇)	掇(twat)->掇(twɔʔ(t))
21994(剟)	剟(twat)->剟(twɔʔ(t))
21998(咄)	咄(twat)->咄(twɔʔ(t))
22000(敠)	敠(twat)->敠(twɔʔ(t))
22000(敠)	敪(twat)->敪(twɔʔ(t))
22001(撮)	撮(tshwat)->撮(tsʰwɔʔ(t))
22002(襊)	襊(tshwat)->襊(tsʰwɔʔ(t))
22003(跋)	跋(bat)->跋(bwɔ̏ʔ(t))
22007(魃)	魃(bat)->魃(bwɔ̏ʔ(t))
22009(軷)	軷(bat)->軷(bwɔ̏ʔ(t))
22015(妭)	妭(bat)->妭(bwɔ̏ʔ(t))
22016(犮)	犮(bat)->犮(bwɔ̏ʔ(t))
22018(拔)	拔(bat)->拔(bwɔ̏ʔ(t))
22018(拔)	抜(bat)->抜(bwɔ̏ʔ(t))
22019(胈)	胈(bat)->胈(bwɔ̏ʔ(t))
22020(鈸)	鈸(bat)->鈸(bwɔ̏ʔ(t))
22026(茇)	茇(bat)->茇(bwɔ̏ʔ(t))
22028(黠)	黠(heat)->黠(ɦiȁʔ(t))
22032(札)	札(tsreat)->札(ʈʂaʔ(t))
22032(札)	剳(tsreat)->剳(ʈʂaʔ(t))
22032(札)	箚(tsreat)->箚(ʈʂaʔ(t))
22034(蚻)	蚻(tsreat)->蚻(ʈʂaʔ(t))
22035(紮)	紮(tsreat)->紮(ʈʂaʔ(t))
22035(紮)	紥(tsreat)->紥(ʈʂaʔ(t))
22035(紮)	扎(tsreat)->扎(ʈʂaʔ(t))
22037(扎)	扎(tsreat)->扎(ʈʂaʔ(t))
22053(滑)	滑(hweat)->滑(ɦwȁʔ(t))
22053(滑)	磆(hweat)->磆(ɦwȁʔ(t))
22054(猾)	猾(hweat)->猾(ɦwȁʔ(t))
22054(猾)	獪(hweat)->獪(ɦwȁʔ(t))
22055(䱻)	䱻(hweat)->䱻(ɦwȁʔ(t))
22056(磆)	磆(hweat)->磆(ɦwȁʔ(t))
22056(磆)	滑(hweat)->滑(ɦwȁʔ(t))
22061(八)	八(peat)->八(paʔ(t))
22064(捌)	捌(peat)->捌(paʔ(t))
22082(豽)	豽(nrweat)->豽(nwȁʔ(t))
22083(貀)	貀(nrweat)->貀(nwȁʔ(t))
22087(䕓)	䕓(tsrheat)->䕓(ʈʂʰaʔ(t))
22088(察)	察(tsrheat)->察(ʈʂʰaʔ(t))
22089(詧)	詧(tsrheat)->詧(ʈʂʰaʔ(t))
22093(劀)	劀(kweat)->劀(kwaʔ(t))
22096(戛)	戛(keat)->戛(kiaʔ(t))
22096(戛)	戞(keat)->戞(kiaʔ(t))
22097(扴)	扴(keat)->扴(kiaʔ(t))
22098(圿)	圿(keat)->圿(kiaʔ(t))
22099(稭)	稭(keat)->稭(kiaʔ(t))
22102(秸)	秸(keat)->秸(kiaʔ(t))
22104(鞂)	鞂(keat)->鞂(kiaʔ(t))
22113(頡)	頡(keat)->頡(kiaʔ(t))
22114(軋)	軋('eat)->軋(ʔiaʔ(t))
22115(圠)	圠('eat)->圠(ʔiaʔ(t))
22116(揠)	揠('eat)->揠(ʔiaʔ(t))
22118(䝟)	䝟('eat)->䝟(ʔiaʔ(t))
22119(猰)	猰('eat)->猰(ʔiaʔ(t))
22124(殺)	殺(sreat)->殺(ʂaʔ(t))
22125(煞)	煞(sreat)->煞(ʂaʔ(t))
22126(鎩)	鎩(sreat)->鎩(ʂaʔ(t))
22152(鎋)	鎋(haet)->鎋(ɦiȁʔ(t))
22153(舝)	舝(haet)->舝(ɦiȁʔ(t))
22154(轄)	轄(haet)->轄(ɦiȁʔ(t))
22172(齾)	齾(ngaet)->齾((ŋ)jiȁʔ(t))
22176(刹)	刹(tsrhaet)->刹(ʈʂʰaʔ(t))
22179(楬)	楬(khaet)->楬(kʰiaʔ(t))
22182(瞎)	瞎(xaet)->瞎(hiaʔ(t))
22187(刮)	刮(kwaet)->刮(kwaʔ(t))
22189(劀)	劀(kwaet)->劀(kwaʔ(t))
22204(刷)	刷(srwaet)->刷(ʂwaʔ(t))
22212(帓)	帓(maet)->帓(mȁʔ(t))
22213(帕)	帕(maet)->帕(mȁʔ(t))
22218(捌)	捌(paet)->捌(paʔ(t))
22224(𨰉)	𨰉(dzraet)->𨰉(ɖʐȁʔ(t))
22227(哳)	哳(traet)->哳(ʈʂaʔ(t))
22232(屑)	屑(set)->屑(siɛʔ(t))
22233(楔)	楔(set)->楔(siɛʔ(t))
22234(揳)	揳(set)->揳(siɛʔ(t))
22235(𨇨)	𨇨(set)->𨇨(siɛʔ(t))
22238(僁)	僁(set)->僁(siɛʔ(t))
22239(偰)	偰(set)->偰(siɛʔ(t))
22244(切)	切(tshet)->切(tsʰiɛʔ(t))
22246(𪙌)	𪙌(tshet)->𪙌(tsʰiɛʔ(t))
22247(竊)	竊(tshet)->竊(tsʰiɛʔ(t))
22252(結)	結(ket)->結(kiɛʔ(t))
22253(絜)	絜(ket)->絜(kiɛʔ(t))
22254(潔)	潔(ket)->潔(kiɛʔ(t))
22256(鍥)	鍥(ket)->鍥(kiɛʔ(t))
22261(袺)	袺(ket)->袺(kiɛʔ(t))
22262(拮)	拮(ket)->拮(kiɛʔ(t))
22267(節)	節(tset)->節(tsiɛʔ(t))
22271(楶)	楶(tset)->楶(tsiɛʔ(t))
22280(血)	血(xwet)->血(hyuɛʔ(t))
22285(泬)	泬(xwet)->泬(hyuɛʔ(t))
22288(決)	決(xwet)->決(hyuɛʔ(t))
22292(闋)	闋(khwet)->闋(kʰyuɛʔ(t))
22294(缺)	缺(khwet)->缺(kʰyuɛʔ(t))
22296(玦)	玦(kwet)->玦(kyuɛʔ(t))
22297(潏)	潏(kwet)->潏(kyuɛʔ(t))
22299(譎)	譎(kwet)->譎(kyuɛʔ(t))
22300(訣)	訣(kwet)->訣(kyuɛʔ(t))
22301(𧤾)	𧤾(kwet)->𧤾(kyuɛʔ(t))
22302(觼)	觼(kwet)->觼(kyuɛʔ(t))
22303(鐍)	鐍(kwet)->鐍(kyuɛʔ(t))
22304(駃)	駃(kwet)->駃(kyuɛʔ(t))
22308(鴂)	鴂(kwet)->鴂(kyuɛʔ(t))
22308(鴂)	䳏(kwet)->䳏(kyuɛʔ(t))
22311(決)	決(kwet)->決(kyuɛʔ(t))
22312(觖)	觖(kwet)->觖(kyuɛʔ(t))
22316(蚗)	蚗(kwet)->蚗(kyuɛʔ(t))
22317(趹)	趹(kwet)->趹(kyuɛʔ(t))
22321(抉)	抉(kwet)->抉(kyuɛʔ(t))
22321(抉)	刔(kwet)->刔(kyuɛʔ(t))
22322(穴)	穴(hwet)->穴(ɦyuɛ̏ʔ(t))
22326(抉)	抉('wet)->抉(ʔyuɛʔ(t))
22326(抉)	刔('wet)->刔(ʔyuɛʔ(t))
22332(姪)	姪(det)->姪(diɛ̏ʔ(t))
22332(姪)	侄(det)->侄(diɛ̏ʔ(t))
22333(眣)	眣(det)->眣(diɛ̏ʔ(t))
22334(昳)	昳(det)->昳(diɛ̏ʔ(t))
22336(凸)	凸(det)->凸(diɛ̏ʔ(t))
22337(垤)	垤(det)->垤(diɛ̏ʔ(t))
22338(耋)	耊(det)->耊(diɛ̏ʔ(t))
22338(耋)	耋(det)->耋(diɛ̏ʔ(t))
22339(迭)	迭(det)->迭(diɛ̏ʔ(t))
22340(跌)	跌(det)->跌(diɛ̏ʔ(t))
22341(絰)	絰(det)->絰(diɛ̏ʔ(t))
22344(軼)	軼(det)->軼(diɛ̏ʔ(t))
22347(瓞)	瓞(det)->瓞(diɛ̏ʔ(t))
22348(咥)	咥(det)->咥(diɛ̏ʔ(t))
22367(鐵)	鐵(thet)->鐵(tʰiɛʔ(t))
22367(鐵)	鐡(thet)->鐡(tʰiɛʔ(t))
22367(鐵)	銕(thet)->銕(tʰiɛʔ(t))
22368(銕)	銕(thet)->銕(tʰiɛʔ(t))
22368(銕)	鐡(thet)->鐡(tʰiɛʔ(t))
22368(銕)	鐵(thet)->鐵(tʰiɛʔ(t))
22370(餮)	餮(thet)->餮(tʰiɛʔ(t))
22374(驖)	驖(thet)->驖(tʰiɛʔ(t))
22375(纈)	纈(het)->纈(ɦiɛ̏ʔ(t))
22377(擷)	擷(het)->擷(ɦiɛ̏ʔ(t))
22379(頡)	頡(het)->頡(ɦiɛ̏ʔ(t))
22383(襭)	襭(het)->襭(ɦiɛ̏ʔ(t))
22384(絜)	絜(het)->絜(ɦiɛ̏ʔ(t))
22391(奊)	奊(het)->奊(ɦiɛ̏ʔ(t))
22396(涅)	涅(net)->涅(niɛ̏ʔ(t))
22401(篞)	篞(net)->篞(niɛ̏ʔ(t))
22402(苶)	苶(net)->苶(niɛ̏ʔ(t))
22403(𥔄)	𥔄(net)->𥔄(niɛ̏ʔ(t))
22403(𥔄)	⿰石圼(net)->⿰石圼(niɛ̏ʔ(t))
22408(𢧵)	𢧵(dzet)->𢧵(dziɛ̏ʔ(t))
22411(巀)	巀(dzet)->巀(dziɛ̏ʔ(t))
22415(齧)	齧(nget)->齧(ŋiɛ̏ʔ(t))
22415(齧)	嚙(nget)->嚙(ŋiɛ̏ʔ(t))
22416(霓)	霓(nget)->霓(ŋiɛ̏ʔ(t))
22416(霓)	蜺(nget)->蜺(ŋiɛ̏ʔ(t))
22417(蜺)	蜺(nget)->蜺(ŋiɛ̏ʔ(t))
22417(蜺)	霓(nget)->霓(ŋiɛ̏ʔ(t))
22418(嵲)	嵲(nget)->嵲(ŋiɛ̏ʔ(t))
22420(臬)	臬(nget)->臬(ŋiɛ̏ʔ(t))
22421(嶭)	嶭(nget)->嶭(ŋiɛ̏ʔ(t))
22422(臲)	臲(nget)->臲(ŋiɛ̏ʔ(t))
22423(隉)	隉(nget)->隉(ŋiɛ̏ʔ(t))
22424(䘽)	䘽(nget)->䘽(ŋiɛ̏ʔ(t))
22426(闑)	闑(nget)->闑(ŋiɛ̏ʔ(t))
22428(蔑)	蔑(met)->蔑(miɛ̏ʔ(t))
22429(懱)	懱(met)->懱(miɛ̏ʔ(t))
22432(蠛)	蠛(met)->蠛(miɛ̏ʔ(t))
22433(篾)	篾(met)->篾(miɛ̏ʔ(t))
22435(鱴)	鱴(met)->鱴(miɛ̏ʔ(t))
22437(衊)	衊(met)->衊(miɛ̏ʔ(t))
