IPA	正韻卷番	正韻小韻分隔	正韻字頭	正韻反切	ytenx小韻番	正韻牋字頭(ytenx)	正韻牋反切(ytenx)
pǔ	11	○	布	博故切	1333	布	博故切
bǔ	11	○	步	薄故切	1334	步	薄故切
sǔ	11	○	素	蘇故切	1335	素	蘇故切
tshǔ	11	○	措	倉故切	1336	措	倉故切
dzǔ	11	○	祚	靖故切	1337	祚	靖故切
tsǔ	11	○	作	臧祚切	1338	作	臧祚切
ɖʐǔ	11	○	助	狀祚切	1339	助	牀祚切
tʂǔ	11	○	詛	莊助切	1340	詛	莊助切
tǔ	11	○	妒	都故切	1341	妒	都故切
dǔ	11	○	度	獨故切	1342	度	獨故切
thǔ	11	○	兔	土故切	1343	兔	土故切
lǔ	11	○	路	魯故切	1344	路	魯故切
lǔ	11	○	璐	NA	1344	璐	NA
nǔ	11	○	怒	怒故切	1345	怒	奴故切
ɦǔ	11	○	護	胡故切	1346	護	胡故切
hǔ	11	○	謼	荒故切	1347	謼	荒故切
khǔ	11	○	庫	苦故切	1348	庫	苦故切
kǔ	11	○	顧	古慕切	1349	顧	古慕切
ʔǔ	11	○	汙	烏故切	1350	汙	烏故切
ŋǔ	11	○	誤	五故切	1351	誤	五故切
ʂǔ	11	○	疏	所故切	1352	疏	所故切
tʂhǔ	11	○	楚	創故切	1353	楚	倉故切
fǔ	11		赴	芳故切	1354	赴	芳故切
fvǔ	11	○	附	防父切	1355	附	防父切
vǔ	11	○	務	亡暮切	1356	務	亡暮切
thǎi	11	六泰¶¶	泰	他蓋切	1357	泰	他蓋切
dǎi	11	○	代	度耐切	1358	代	度耐切
dǎi	11	○	迨	NA	1358	迨	NA
tǎi	11	○	帶	當蓋切	1359	帶	當蓋切
tǎi	11	○	戴	丁代切	1360	戴	丁代切
dǎi	11	○	大	度柰切	1361	大	度柰切
lǎi	11	○	賴	落蓋切	1362	賴	落蓋切
lǎi	11	○	徠	洛代切	1363	徠	洛代切
nǎi	11	○	柰	尼帶切	1364	柰	尼帶切
tshǎi	11	○	菜	倉代切	1365	菜	倉代切
kǎi	11	○	蓋	居大切	1366	蓋	居大切
ʔǎi	11	○	愛	於蓋切	1367	愛	於蓋切
ŋǎi	11	○	艾	牛蓋切	1368	艾	牛蓋切
ɦǎi	11	○	害	下蓋切	1369	害	下蓋切
ŋwǎi	11	○	外	五塊切	1370	外	五塊切
ʔwǎi	11	○	嗄	於邁切	1371	嗄	於邁切
khǎi	11	○	慨	丘蓋切	1372	慨	丘蓋切
tsǎi	11	○	再	作代切	1373	再	作代切
dzǎi	11	○	在	昨代切	1374	在	昨代切
tʂhǎi	11	○	嘬	楚邁切	1375	嘬	楚邁切
tʂhǎi	11	○	瘥	楚懈切	1376	瘥	楚懈切
kiǎi	11	○	戒	居拜切	1377	戒	居拜切
ʔǎi	11	○	隘	烏懈切	1378	隘	烏懈切
(ŋ)jiǎi	11	○	睚	牛懈切	1379	睚	牛懈切
khiǎi	11	○	𩋧	口戒切	1380	𩋧	口戒切
phǎi	11		派	普夬切	1381	派	普夬切
pǎi	11	○	拜	布怪切	1382	拜	布怪切
bǎi	11	○	敗	薄邁切	1383	敗	薄邁切
mǎi	11	○	賣	莫懈切	1384	賣	莫懈切
ʂǎi	11	○	曬	所賣切	1385	曬	所賣切
sǎi	11	○	塞	先代切	1386	塞	先代切
kwǎi	11	○	怪	古壞切	1387	怪	古壞切
ɖʐǎi	11	○	砦	助邁切	1388	砦	助邁切
tʂǎi	11	○	債	側賣切	1389	債	側賣切
khwǎi	11	○	快	苦夬切	1390	快	苦夬切
ɦiǎi	11	○	械	下戒切	1391	械	下戒切
ɦwǎi	11	○	壞	蕐賣切	1392	壞	華賣切
dǔi	11	七隊¶¶	隊	杜對切	1393	隊	杜對切
tǔi	11	○	對	都内切	1394	對	都内切
thǔi	11	○	退	吐内切	1395	退	吐内切
lǔi	11	○	類	力遂切	1396	類	力遂切
phǔi	11	○	配	滂佩切	1397	配	滂佩切
bǔi	11	○	旆	步昧切	1398	旆	步昧切
bǔi	11	○	北	NA	1398	北	NA
pǔi	11	○	背	邦妹切	1399	背	邦妹切
mǔi	11	○	妹	莫佩切	1400	妹	莫佩切
sǔi	11	○	歲	須銳切	1401	歲	須銳切
szǔi	11	○	遂	徐醉切	1402	遂	徐醉切
szǔi	11	○	襚	NA	1402	襚	NA
tshǔi	11	○	翠	七醉切	1403	翠	七醉切
dzǔi	11	○	萃	秦醉切	1404	萃	秦醉切
ɦǔi	11	○	潰	胡對切	1405	潰	胡對切
ɦǔi	11	○	沬	NA	1405	沬	NA
hǔi	11	○	誨	呼對切	1406	誨	呼對切
ɦǔi	11	○	慧	胡桂切	1407	慧	胡桂切
jǔi	11	○	叡	于芮切	1408	叡	于芮切
ʒǔi	11	○	汭	儒稅切	1409	汭	儒稅切
kǔi	11		儈	古外切	1410	儈	古外切
kǔi	11	○	貴	居胃切	1411	貴	居胃切
gǔi	11	○	匱	具位切	1412	匱	具位切
dʒǔi	11	○	墜	直類切	1413	墜	直類切
ʔǔi	11	○	穢	烏胃切	1414	穢	烏胃切
ʔǔi	11	○	尉	紆胃切	1415	尉	紆胃切
ǔi	11	○	胃	于位切	1416	胃	于位切
(ŋ)jǔi	11	○	魏	魚胃切	1417	魏	魚胃切
tʃǔi	11	○	惴	之瑞切	1418	惴	之瑞切
tʃhǔi	11	○	吹	蚩瑞切	1419	吹	蚩瑞切
ʃʒǔi	11	○	瑞	殊偽切	1420	瑞	殊僞切
ʃǔi	11	○	稅	輸芮切	1421	稅	輸芮切
ʂǔi	11	○	帥	所類切	1422	帥	所類切
nǔi	11	○	諉	女恚切	1423	諉	女恚切
nǔi	11	○	内	奴對切	1424	内	奴對切
khǔi	11	○	觖	窺睡切	1425	觖	窺睡切
gǔi	11	○	悸	其季切	1426	悸	其季切
khǔi	11	○	喟	丘媿切	1427	喟	丘魏切
tsǔi	11	○	醉	將遂切	1428	醉	將遂切
hǔi	11	○	睢	香萃切	1429	睢	香萃切
tʃǐn	11	八震¶¶	震	之刃切	1430	震	之刃切
dʒǐn	11	○	陣	真刃切	1431	陣	直刃切
tʃyǔn	11	○	稕	朱閏切	1432	稕	朱閏切
ʒǐn	11	○	刃	而振切	1433	刃	而振切
ʒyǔn	11	○	閏	儒順切	1434	閏	儒順切
(ŋ)jǐn	11	○	憖	魚僅切	1435	憖	魚僅切
jǐn	11	○	孕	羊進切	1436	孕	羊進切
ʔǐn	11	○	印	衣刃切	1437	印	衣刃切
ʃʒǐn	11	○	愼	時刃切	1438	愼	時刃切
pǐn	11	○	儐	必刃切	1439	儐	必刃切
pǔn	11	○	奔	逋悶切	1440	奔	逋悶切
sǐn	11	○	信	思晉切	1441	信	思晉切
syǔn	11	○	峻	須閏切	1442	峻	須閏切
szyǔn	11	○	殉	松閏切	1443	殉	松閏切
sǔn	11	○	巽	蘇困切	1444	巽	蘇困切
sǔn	11	○	遜	NA	1444	遜	NA
tsǐn	11	○	晉	即刃切	1445	晉	即刃切
dzǐn	11		盡	齊進切	1446	盡	齊進切
tsyǔn	11	○	俊	祖峻切	1447	俊	祖峻切
tsǔn	11	○	焌	祖寸切	1448	焌	祖寸切
szǐn	11	○	燼	徐刃切	1449	燼	徐刃切
tshǐn	11	○	親	寸遴切	1450	親	寸遴切
tʂhə̌n	11	○	藽	初覲切	1451	藽	初覲切
tʃhǐn	11	○	趂	丑刄切	1452	趂	丑刃切
lǐn	11	○	吝	良刃切	1453	吝	良刃切
lǐn	11	○	磷	NA	1453	磷	NA
lǔn	11	○	論	盧困切	1454	論	盧困切
khǐn	11	○	菣	去刃切	1455	菣	去刃切
hǐn	11	○	釁	許刃切	1456	釁	許刃切
hǐn	11	○	興	NA	1456	興	NA
gǐn	11	○	僅	具吝切	1457	僅	具吝切
ʃyǔn	11	○	舜	輸閏切	1458	舜	輸閏切
ʃʒyǔn	11	○	順	食閏切	1459	順	食閏切
vǔn	11	○	問	文運切	1460	問	文運切
fvǔn	11	○	分	房問切	1461	分	房問切
fǔn	11	○	僨	方問切	1462	僨	方問切
kyǔn	11	○	捃	居運切	1463	捃	居運切
kyǔn	11	○	皸	NA	1463	皸	NA
gyǔn	11	○	郡	具運切	1464	郡	具運切
ʔyǔn	11	○	醞	於問切	1465	醞	於問切
hyǔn	11	○	訓	吁運切	1466	訓	吁運切
jyǔn	11	○	運	禹慍切	1467	運	禹慍切
ɦǔn	11	○	慁	胡困切	1468	慁	胡困切
ɦǔn	11	○	顐	NA	1468	顐	NA
hǔn	11	○	惛	呼困切	1469	惛	呼困切
khǔn	11	○	困	苦悶切	1470	困	苦悶切
phǔn	11	○	噴	普悶切	1471	噴	普悶切
bǔn	11	○	坌	步悶切	1472	坌	步悶切
mǔn	11	○	悶	莫困切	1473	悶	莫困切
tshǔn	11	○	寸	村困切	1474	寸	村困切
tsǔn	11	○	鐏	祖悶切	1475	鐏	祖悶切
tǔn	11	○	頓	都困切	1476	頓	都困切
dǔn	11	○	鈍	杜困切	1477	鈍	杜困切
nǔn	11	○	嫩	奴困切	1478	嫩	奴困切
thǔn	11	○	褪	吐困切	1479	褪	吐困切
ɦə̌n	11	○	恨	下艮切	1480	恨	下艮切
kə̌n	11	○	艮	古恨切	1481	艮	古恨切
khə̌n	11	○	硍	苦恨切	1482	硍	苦恨切
ɦɔ̌n	12	九翰¶¶	翰	侯幹切	1483	翰	侯幹切
kɔ̌n	12	○	榦	古汗切	1484	榦	古汗切
hɔ̌n	12	○	漢	虚汗切	1485	漢	虛汗切
khɔ̌n	12	○	看	袪幹切	1486	看	袪幹切
ʔɔ̌n	12	○	按	於幹切	1487	按	於幹切
ŋɔ̌n	12	○	岸	魚幹切	1488	岸	魚幹切
ŋɔ̌n	12	○	喭	NA	1488	喭	NA
ɦwɔ̌n	12	○	換	胡玩切	1489	換	胡玩切
hwɔ̌n	12	○	喚	呼玩切	1490	喚	呼玩切
kwɔ̌n	12		貫	古玩切	1491	貫	古玩切
nwɔ̌n	12	○	愞	奴亂切	1492	愞	奴亂切
ŋwɔ̌n	12	○	玩	五換切	1493	玩	五換切
pwɔ̌n	12	○	半	博漫切	1494	半	博漫切
phwɔ̌n	12	○	判	普半切	1495	判	普半切
bwɔ̌n	12	○	畔	薄半切	1496	畔	薄半切
mwɔ̌n	12	○	縵	莫半切	1497	縵	莫半切
swɔ̌n	12	○	筭	蘇貫切	1498	筭	蘇貫切
tshwɔ̌n	12	○	竄	取亂切	1499	竄	取亂切
tswɔ̌n	12	○	鑽	祖筭切	1500	鑽	祖筭切
dzwɔ̌n	12	○	攢	在玩切	1501	攢	在玩切
twɔ̌n	12	○	鍛	都玩切	1502	鍛	都玩切
thwɔ̌n	12	○	彖	杜玩切	1503	彖	吐玩切
dwɔ̌n	12	○	段	杜玩切	1504	段	杜玩切
lwɔ̌n	12	○	亂	盧玩切	1505	亂	盧玩切
kiǎn	12	十諫¶¶	諫	居晏切	1506	諫	居晏切
ʔiǎn	12	○	晏	於諫切	1507	晏	於諫切
kwǎn	12	○	慣	古患切	1508	慣	古患切
ɦwǎn	12	○	患	胡貫切	1509	患	胡慣切
phǎn	12		襻	普患切	1510	襻	普患切
fǎn	12	○	番	甫患切	1511	番	甫患切
mǎn	12	○	慢	莫晏切	1512	慢	莫晏切
ʂǎn	12	○	訕	所晏切	1513	訕	所晏切
ɖʐǎn	12	○	棧	助諫切	1514	棧	助諫切
tʂhwǎn	12	○	篡	初患切	1515	篡	初患切
ɦiǎn	12	○	骭	下患切	1516	骭	下患切
ŋwǎn	12	○	薍	五患切	1517	薍	五患切
tshǎn	12	○	粲	倉晏切	1518	粲	倉晏切
tsǎn	12	○	贊	則諫切	1519	贊	則諫切
dzǎn	12	○	瓚	才賛切	1520	瓚	才贊切
thǎn	12	○	炭	他晏切	1521	炭	他晏切
dǎn	12	○	憚	杜晏切	1522	憚	杜晏切
lǎn	12	○	爛	郎患切	1523	爛	郎患切
tǎn	12	○	旦	得爛切	1524	旦	得爛切
sǎn	12		散	先諫切	1525	散	先諫切
ʔwǎn	12	○	腕	烏貫切	1526	腕	烏貫切
(ŋ)jiǎn	12		鴈	魚澗切	1527	鴈	魚澗切
nǎn	12	○	難	乃旦切	1528	難	乃旦切
tʂhǎn	12		鏟	初諫切	1529	鏟	初諫切
bǎn	12	○	瓣	備莧切	1530	瓣	備莧切
phǎn	12	○	盼	匹襇切	1531	盼	匹襉切
ɖʐǎn	12		綻	丈襇切	1532	綻	丈襉切
ɦiǎn	12	○	莧	狹襇切	1533	莧	狹澗切
fǎn	12	○	販	方諫切	1534	販	方諫切
fǎn	12	○	嬔	同上切	1534	嬔	NA
fvǎn	12	○	飯	符諫切	1535	飯	符諫切
vǎn	12	○	萬	無販切	1536	萬	無販切
siɛ̌n	12	十　一　霰¶¶	霰	先見切	1537	霰	先見切
tshiɛ̌n	12	○	蒨	倉甸切	1538	蒨	倉甸切
dziɛ̌n	12	○	荐	在甸切	1539	荐	在甸切
sziɛ̌n	12	○	羡	似面切	1540	羨	似面切
dziɛ̌n	12	○	賤	在線切	1541	賤	在線切
tiɛ̌n	12	○	殿	丁練切	1542	殿	丁練切
thiɛ̌n	12	○	瑱	他甸切	1543	瑱	他甸切
diɛ̌n	12	○	電	蕩練切	1544	電	蕩練切
liɛ̌n	12	○	練	卽甸切	1545	練	郎甸切
lyuɛ̌n	12		戀	龍眷切	1546	戀	龍眷切
ɦiɛ̌n	12	○	現	形甸切	1547	現	形甸切
(ŋ)jiɛ̌n	12	○	硯	倪甸切	1548	硯	倪甸切
kiɛ̌n	12	○	建	經電切	1549	建	經電切
ɦyuɛ̌n	12	○	眩	熒絹切	1550	眩	熒絹切
(ŋ)jyuɛ̌n	12	○	願	虞怨切	1551	願	虞怨切
(ŋ)jyuɛ̌n	12	○	院	NA	1551	院	NA
hiɛ̌n	12		獻	曉見切	1552	獻	曉見切
khyuɛ̌n	12	○	券	區願切	1553	券	區願切
niɛ̌n	12	○	碾	女箭切	1554	碾	女箭切
kyuɛ̌n	12	○	絹	吉掾切	1555	絹	吉掾切
ʔiɛ̌n	12	○	宴	伊甸切	1556	宴	伊甸切
hyuɛ̌n	12	○	絢	翾眩切	1557	絢	翾眩切
piɛ̌n	12	○	徧	卑見切	1558	徧	卑見切
jyuɛ̌n	12	○	怨	迂絹切	1559	怨	迂絹切
phiɛ̌n	12	○	片	匹見切	1560	片	匹見切
miɛ̌n	12	○	麪	莫見切	1561	麪	莫見切
syuɛ̌n	12	○	選	須絹切	1562	選	須絹切
tshyuɛ̌n	12	○	縓	取絹切	1563	縓	取絹切
szyuɛ̌n	12	○	旋	隨戀切	1564	旋	隨戀切
ʃiɛ̌n	12	○	扇	式戰切	1565	扇	式戰切
tʃhiɛ̌n	12	○	繟	天戰切	1566	繟	尺戰切
tʃiɛ̌n	12	○	戰	之膳切	1567	戰	之膳切
ʃʒiɛ̌n	12	○	繕	時載切	1568	繕	時戰切
tʃyuɛ̌n	12	○	囀	株戀切	1569	囀	株戀切
tʃhyuɛ̌n	12	○	釧	樞絹切	1570	釧	樞絹切
dʒyuɛ̌n	12	○	饌	除戀切	1571	饌	除戀切
ʒyuɛ̌n	12	○	𤲬	儒轉切	1572	𤲬	儒轉切
dʒiɛ̌n	12	○	纏	直碾切	1573	纏	直碾切
dʒyuɛ̌n	12	○	傳	柱戀切	1574	傳	住戀切
khiɛ̌n	12	○	譴	詰戰切	1575	譴	詰戰切
gyuɛ̌n	12		倦	逵眷切	1576	倦	逵眷切
giɛ̌n	12	○	健	渠建切	1577	健	渠建切
biɛ̌n	12	○	便	毗面切	1578	便	毗面切
tsiɛ̌n	12	○	薦	作甸切	1579	薦	作甸切
siɛ̌w	12	十　二　嘯¶¶	嘯	蘇弔切	1580	嘯	蘇弔切
tiɛ̌w	12	○	弔	多嘯切	1581	弔	多嘯切
thiɛ̌w	12	○	糶	他弔切	1582	糶	他弔切
diɛ̌w	12	○	調	杜弔切	1583	調	杜弔切
liɛ̌w	12	○	料	力弔切	1584	料	力弔切
(ŋ)jiɛ̌w	12	○	澆	五弔切	1585	澆	五弔切
niɛ̌w	12	○	溺	奴弔切	1586	溺	奴弔切
khiɛ̌w	12	○	竅	苦弔切	1587	竅	苦弔切
kiɛ̌w	12	○	叫	古弔切	1588	叫	古弔切
ʔiɛ̌w	12	○	要	一笑切	1589	要	一笑切
tshiɛ̌w	12	○	陗	七肖切	1590	陗	七肖切
tsiɛ̌w	12	○	醮	子肖切	1591	醮	子肖切
dziɛ̌w	12	○	嚼	在笑切	1592	嚼	在笑切
ʃiɛ̌w	12	○	少	失照切	1593	少	失照切
tʃiɛ̌w	12	○	照	之笑切	1594	照	之笑切
ʃʒiɛ̌w	12	○	邵	實照切	1595	邵	實照切
dʒiɛ̌w	12	○	召	直笑切	1596	召	直笑切
jiɛ̌w	12	○	燿	弋笑切	1597	燿	弋笑切
giɛ̌w	12	○	嶠	渠廟切	1598	嶠	渠廟切
phiɛ̌w	12	○	勡	匹妙切	1599	勡	匹妙切
biɛ̌w	12	○	驃	毗召切	1600	驃	毗召切
miɛ̌w	12	○	妙	彌笑切	1601	妙	彌笑切
hiɛ̌w	12	○	歊	許照切	1602	歊	許照切
piɛ̌w	12	○	俵	悲廟切	1603	俵	悲廟切
ɦiǎw	12	十　三　效¶¶	效	胡孝切	1604	效	胡孝切
hiǎw	12	○	孝	許敎切	1605	孝	許教切
khiǎw	12	○	敲	口敎切	1606	敲	口教切
kiǎw	12	○	敎	居效切	1607	敎	居效切
(ŋ)jiǎw	12	○	樂	魚敎切	1608	樂	魚教切
pǎw	12	○	豹	布恔切	1609	豹	布恔切
phǎw	12	○	砲	披敎切	1610	砲	披教切
ʔiǎw	12	○	拗	於敎切	1611	拗	於教切
mǎw	12	○	貌	眉敎切	1612	貌	眉教切
mǎw	12	○	㡌	莫報切	1613	㡌	莫報切
ʂǎw	12	○	稍	所敎切	1614	稍	所教切
tʂhǎw	12	○	鈔	楚敎切	1615	鈔	楚教切
tʂǎw	12	○	罩	陟敎切	1616	罩	陟教切
tʂhǎw	12	○	趠	敕敎切	1617	趠	勅教切
ɖʐǎw	12	○	櫂	直敎切	1618	櫂	直教切
nǎw	12	○	鬧	女敎切	1619	鬧	女教切
tʂǎw	12	○	抓	側敎切	1620	抓	側教切
ɦǎw	12	○	號	胡到切	1621	號	胡到切
hǎw	12	○	耗	虚到切	1622	耗	虛到切
khǎw	12	○	犒	口到切	1623	犒	口到切
kǎw	12		誥	居號切	1624	誥	居號切
ʔǎw	12	○	奥	於到切	1625	奧	於到切
ŋǎw	12	○	慠	魚到切	1626	慠	魚到切
bǎw	12	○	暴	蒲報切	1627	暴	蒲報切
sǎw	12	○	噪	先到切	1628	噪	先到切
tshǎw	12	○	操	七到切	1629	操	七到切
tsǎw	12	○	竈	則到切	1630	竈	則到切
dzǎw	12	○	漕	在到切	1631	漕	在到切
tǎw	12	○	到	都導切	1632	到	都導切
dǎw	12	○	導	杜到切	1633	導	杜到切
lǎw	12	○	勞	郎到切	1634	勞	郎到切
nǎw	12	○	臑	奴報切	1635	臑	奴報切
kɔ̌	12	十　四　箇¶¶	箇	古荷切	1636	箇	古荷切
kwɔ̌	12	○	過	古臥切	1637	過	古臥切
khɔ̌	12	○	軻	口个切	1638	軻	口个切
khwɔ̌	12	○	課	苦臥切	1639	課	苦臥切
ɦwɔ̌	12		賀	胡臥切	1640	賀	胡臥切
ɦɔ̌	12	○	荷	胡箇切	1641	荷	胡箇切
ŋɔ̌	12	○	餓	五箇切	1642	餓	五箇切
lɔ̌	12	○	邏	郎佐切	1643	邏	郎佐切
sɔ̌	12	○	些	蘓箇切	1644	些	蘇箇切
tsɔ̌	12	○	左	子賀切	1645	左	子賀切
dwɔ̌	12	○	惰	杜臥切	1646	惰	杜臥切
nɔ̌	12	○	奈	乃个切	1647	奈	乃个切
tɔ̌	12	○	癉	丁佐切	1648	癉	丁佐切
pwɔ̌	12	○	播	補過切	1649	播	補過切
phwɔ̌	12	○	破	普過切	1650	破	普過切
mwɔ̌	12	○	磨	莫臥切	1651	磨	莫臥切
dzwɔ̌	12	○	剉	才臥切	1652	剉	才臥切
dzwɔ̌	12	○	坐	徂臥切	1653	坐	徂臥切
ʔwɔ̌	12	○	涴	烏臥切	1654	涴	烏臥切
hwɔ̌	12	○	貨	呼臥切	1655	貨	呼臥切
thwɔ̌	12	○	唾	吐臥切	1656	唾	吐臥切
fvwɔ̌	12	○	縛	符臥切	1657	縛	符臥切
hɔ̌	12	○	呵	呼个切	1658	呵	呼个切
mǎ	13	¶十五禡¶¶	禡	莫駕切	1659	禡	莫駕切
mǎ	13	○	伯	NA	1659	伯	NA
phǎ	13	○	怕	普駕切	1660	怕	普駕切
pǎ	13	○	霸	必駕切	1661	霸	必駕切
ʂǎ	13	○	嗄	所嫁切	1662	嗄	所嫁切
tʂǎ	13	○	詐	側駕切	1663	詐	側駕切
ɖʐǎ	13	○	乍	助駕切	1664	乍	助駕切
tʂhǎ	13	○	咤	丑亞切	1665	咤	丑亞切
tʂhǎ	13	○	差	NA	1665	差	NA
ɦiǎ	13	○	暇	胡駕切	1666	暇	胡駕切
hiǎ	13	○	罅	虛訝切	1667	罅	虛訝切
hiǎ	13	○	嚇	NA	1667	嚇	NA
khiǎ	13	○	髂	格架切	1668	髂	枯駕切
kiǎ	13	○	駕	居亞切	1669	駕	居亞切
bǎ	13	○	罷	皮罵切	1670	罷	皮罵切
ʔiǎ	13	○	亞	衣架切	1671	亞	衣架切
(ŋ)jiǎ	13	○	訝	五駕切	1672	訝	五駕切
ɦwǎ	13	○	畫	胡挂切	1673	畫	胡挂切
hwǎ	13	○	化	呼霸切	1674	化	呼霸切
khwǎ	13	○	跨	苦化切	1675	跨	苦化切
kwǎ	13	○	卦	古畫切	1676	卦	古畫切
ŋwǎ	13		𡧗	五㕦切	1677	𡧗	五㕦切
tʃiɛ̌	13	十六蔗¶¶	蔗	之夜切	1678	蔗	之夜切
siɛ̌	13	○	瀉	司夜切	1679	瀉	司夜切
tsiɛ̌	13	○	借	子夜切	1680	借	子夜切
sziɛ̌	13	○	謝	詞夜切	1681	謝	詞夜切
ʃiɛ̌	13	○	舍	式夜切	1682	舍	式夜切
ʃʒiɛ̌	13	○	射	神夜切	1683	射	神夜切
jiɛ̌	13	○	夜	寅射切	1684	夜	寅射切
tshiɛ̌	13		䞣	遷謝切	1685	䞣	遷謝切
jiɑ̌ŋ	13	十七漾¶¶	漾	餘亮切	1686	漾	餘亮切
fɑ̌ŋ	13	○	訪	敷亮切	1687	訪	敷亮切
vɑ̌ŋ	13	○	妄	巫放切	1688	妄	巫放切
siɑ̌ŋ	13	○	相	息亮切	1689	相	息亮切
ʃʒiɑ̌ŋ	13	○	尚	時亮切	1690	尚	時亮切
ʃiɑ̌ŋ	13	○	餉	式亮切	1691	餉	式亮切
tʃhiɑ̌ŋ	13	○	唱	尺亮切	1692	唱	尺亮切
tʃiɑ̌ŋ	13	○	障	知亮切	1693	障	知亮切
tsiɑ̌ŋ	13	○	將	子亮切	1694	將	子亮切
tʂɑ̌ŋ	13	○	壯	側况切	1695	壯	側況切
gwɑ̌ŋ	13	○	狂	渠放切	1696	狂	渠放切
tshiɑ̌ŋ	13	○	蹡	七亮切	1697	蹡	七亮切
ɖʐɑ̌ŋ	13	○	狀	助浪切	1698	狀	助浪切
dziɑ̌ŋ	13	○	匠	疾亮切	1699	匠	疾亮切
ʒiɑ̌ŋ	13	○	讓	而亮切	1700	讓	而亮切
tʂhɑ̌ŋ	13	○	創	楚浪切	1701	創	楚浪切
dʒiɑ̌ŋ	13	○	仗	直亮切	1702	仗	直亮切
liɑ̌ŋ	13	○	諒	力仗切	1703	諒	力仗切
hiɑ̌ŋ	13	○	向	許亮切	1704	向	許亮切
giɑ̌ŋ	13	○	强	其亮切	1705	強	其亮切
ʔiɑ̌ŋ	13	○	怏	於亮切	1706	怏	於亮切
(ŋ)jiɑ̌ŋ	13	○	仰	魚向切	1707	仰	魚向切
wɑ̌ŋ	13	○	王	于放切	1708	王	于放切
hwɑ̌ŋ	13	○	況	虛放切	1709	況	虛放切
kwɑ̌ŋ	13	○	誑	古況切	1710	誑	古況切
dɑ̌ŋ	13	○	宕	徒浪切	1711	宕	徒浪切
thɑ̌ŋ	13	○	儻	他浪切	1712	儻	他浪切
tɑ̌ŋ	13	○	當	丁浪切	1713	當	丁浪切
lɑ̌ŋ	13	○	浪	郎宕切	1714	浪	郎宕切
bɑ̌ŋ	13	○	傍	蒲浪切	1715	傍	蒲浪切
sɑ̌ŋ	13	○	喪	蘇浪切	1716	喪	蘇浪切
dzɑ̌ŋ	13	○	藏	才浪切	1717	藏	才浪切
tsɑ̌ŋ	13	○	葬	則浪切	1718	葬	則浪切
ɦɑ̌ŋ	13	○	吭	下浪切	1719	吭	下浪切
khɑ̌ŋ	13	○	亢	口浪切	1720	亢	口浪切
ʔɑ̌ŋ	13	○	盎	於浪切	1721	盎	於浪切
ŋɑ̌ŋ	13	○	枊	魚浪切	1722	枊	魚浪切
khwɑ̌ŋ	13	○	曠	若謗切	1723	曠	苦謗切
pɑ̌ŋ	13	○	謗	補曠切	1724	謗	補曠切
kwɑ̌ŋ	13	○	廣	古曠切	1725	廣	古曠切
phɑ̌ŋ	13	○	滂	普浪切	1726	滂	普浪切
nɑ̌ŋ	13	○	儾	奴浪切	1727	儾	奴浪切
mɑ̌ŋ	13	○	漭	莫浪切	1728	漭	莫浪切
kiɑ̌ŋ	13	○	絳	古巷切	1729	絳	古巷切
ɦiɑ̌ŋ	13	○	巷	胡降切	1730	巷	胡降切
tʂhɑ̌ŋ	13	○	堫	楚降切	1731	堫	楚降切
tʂɑ̌ŋ	13	○	撞	陟降切	1732	撞	陟降切
ɖʐɑ̌ŋ	13	○	漴	士降切	1733	漴	士降切
ʂɑ̌ŋ	13	○	淙	色降切	1734	淙	色降切
phɑ̌ŋ	13	○	肨	匹絳切	1735	肨	匹絳切
tʂhɑ̌ŋ	13	○	䚎	丑降切	1736	䚎	丑降切
kǐŋ	13	十八敬¶¶	敬	居慶切	1737	敬	居慶切
kǐŋ	13	○	勁	居正切	1738	勁	居正切
kǐŋ	13	○	徑	吉定切	1739	徑	吉定切
ʔǐŋ	13	○	映	於命切	1740	映	於命切
gǐŋ	13	○	競	具映切	1741	競	其映切
ʂə̌ŋ	13	○	生	所敬切	1742	生	所敬切
khǐŋ	13	○	慶	丘正切	1743	慶	丘正切
kə̌ŋ	13	○	更	居孟切	1744	更	居孟切
ɦiə̌ŋ	13	○	行	胡孟切	1745	行	胡孟切
ɦwə̌ŋ	13	○	橫	戸孟切	1746	橫	戶孟切
pə̌ŋ	13	○	榜	比孟切	1747	榜	比孟切
pə̌ŋ	13	○	跰	NA	1747	跰	NA
mə̌ŋ	13	○	孟	莫更切	1748	孟	莫更切
pǐŋ	13	○	柄	陂病切	1749	柄	陂病切
bǐŋ	13	○	病	皮命切	1750	病	皮命切
mǐŋ	13	○	命	眉病切	1751	命	眉病切
(ŋ)jǐŋ	13	○	迎	魚慶切	1752	迎	魚慶切
jyuə̌ŋ	13	○	詠	爲命切	1753	詠	爲命切
jyuə̌ŋ	13	○	泳	NA	1753	泳	NA
hyuə̌ŋ	13	○	夐	呼正切	1754	𡕷	呼正切
tʂə̌ŋ	13	○	諍	側逬切	1755	諍	側迸切
ŋə̌ŋ	13	○	硬	魚孟切	1756	硬	魚孟切
tʂhə̌ŋ	13	○	瞠	敇諍切	1757	瞠	敕諍切
phǐŋ	13	○	聘	匹正切	1758	聘	匹正切
sǐŋ	13	○	性	息正切	1759	性	息正切
tshǐŋ	13	○	倩	七正切	1760	倩	七正切
dzǐŋ	13	○	淨	疾正切	1761	淨	疾正切
