Index	小韻	canonicalForm	反切	葉碼
627	鞭	山開三平仙幫A	卑連	2_8
628	㳄	山開三平仙邪	夕連	2_8
629	詮	山合三平仙清	此緣	2_8
630	專	山合三平仙章	職緣	2_9/2_8
631	遄	山合三平仙常	市緣	2_9
632	貟	山合三平仙云	王權	2_9
633	恮	山合三平仙莊	莊緣	2_9
634	栓	山合三平仙生	山員	2_9
635	猭	山合三平仙徹	丑緣	2_9
636	乾	山開三平仙羣B	渠焉	2_9
637	愆	山開三平仙溪B	去乾	2_9
638	權	山合三平仙羣B	巨員	2_9
639	椽	山合三平仙澄	直攣	2_9
640	攣	山合三平仙來	呂員	2_9
641	弮	山合三平仙溪B	丘圓	2_9
642	焉	山開三平仙影B	於乾	2_9
643	漹	山開三平仙云	有乾	2_9
644	嬽	山合三平仙影B	於權	2_9
645	燀	山開三平仙昌	尺延	2_9
646	𡰝	山合三平仙知	丁全	2_9
647	勬	山合三平仙見B	居員	2_9
648	蕭	效開四平蕭心	蘇彫	2_10/2_9
649	祧	效開四平蕭透	吐彫	2_10
650	貂	效開四平蕭端	都聊	2_10
651	迢	效開四平蕭定	徒聊	2_10
652	驍	效開四平蕭見	古堯	2_10
653	聊	效開四平蕭來	落蕭	2_11/2_10
654	堯	效開四平蕭疑	五聊	2_11
655	膮	效開四平蕭曉	許幺	2_11
656	幺	效開四平蕭影	於堯	2_11
657	鄡	效開四平蕭溪	苦幺	2_11
658	宵	效開三平宵心	相邀	2_11
659	超	效開三平宵徹	敕宵	2_11
660	朝	效開三平宵知	陟遙	2_11
661	𪓙	效開三平宵澄	直遙	2_11
662	嚻	效開三平宵曉B	許嬌	2_11
663	樵	效開三平宵從	昨焦	2_11
664	驕	效開三平宵見B	舉喬	2_11
665	焦	效開三平宵精	即消	2_11/2_12
666	饒	效開三平宵日	如招	2_12
667	燒	效開三平宵書	式招	2_12
668	遙	效開三平宵以	餘昭	2_12
669	韶	效開三平宵常	市昭	2_12
670	昭	效開三平宵章	止遙	2_12
671	飊	效開三平宵幫A	甫遙	2_12
672	鑣	效開三平宵幫B	甫嬌	2_12
673	瓢	效開三平宵並A	符霄	2_13/2_12
674	蜱	效開三平宵明A	彌遙	2_13
675	苗	效開三平宵明B	武瀌	2_13
676	要	效開三平宵影A	於霄	2_13
677	鴞	效開三平宵云	于嬌	2_13
678	喬	效開三平宵羣B	巨嬌	2_13
679	鍫	效開三平宵清	七遙	2_13
680	妖	效開三平宵影B	於喬	2_13
681	蹻	效開三平宵溪A	去遙	2_13
682	怊	效開三平宵昌	尺招	2_13
683	爂	效開三平宵滂A	撫招	2_13
684	翹	效開三平宵羣A	渠遙	2_13
685	燎	效開三平宵來	力昭	2_13
686	趫	效開三平宵溪B	起嚻	2_13
687	肴	效開二平肴匣	胡茅	2_14/2_13
688	交	效開二平肴見	古肴	2_14
689	巢	效開二平肴崇	鉏交	2_14
690	鐃	效開二平肴孃	女交	2_14
691	梢	效開二平肴生	所交	2_14
692	茅	效開二平肴明	莫交	2_14
693	虓	效開二平肴曉	許交	2_14
694	包	效開二平肴幫	布交	2_14
695	胞	效開二平肴滂	匹交	2_14
696	敲	效開二平肴溪	口交	2_14
697	聱	效開二平肴疑	五交	2_15/2_14
698	𦗔	效開二平肴莊	側交	2_15
699	嘲	效開二平肴知	陟交	2_15
700	䜈	效開二平肴初	楚交	2_15
701	庖	效開二平肴並	薄交	2_15
702	䫜	效開二平肴影	於交	2_15
703	䫸	效開二平肴徹	敕交	2_15
704	顟	效開二平肴來	力嘲	2_15
705	䄻	效開二平肴澄	直交	2_15
706	豪	效開一平豪匣	胡刀	2_15
707	髙	效開一平豪見	古勞	2_15
708	勞	效開一平豪來	魯刀	2_15
709	蒿	效開一平豪曉	呼毛	2_15/2_16
710	毛	效開一平豪明	莫袍	2_16
711	饕	效開一平豪透	土刀	2_16
712	刀	效開一平豪端	都牢	2_16
713	騷	效開一平豪心	蘇遭	2_16
714	袍	效開一平豪並	薄襃	2_16
715	襃	效開一平豪幫	博毛	2_16
716	陶	效開一平豪定	徒刀	2_16
717	糟	效開一平豪精	作曹	2_17/2_16
718	敖	效開一平豪疑	五勞	2_17
719	曹	效開一平豪從	昨勞	2_17
720	𤏶	效開一平豪影	於刀	2_17
721	猱	效開一平豪泥	奴刀	2_17
722	尻	效開一平豪溪	苦刀	2_17
723	操	效開一平豪清	七刀	2_17
724	㯱	效開一平豪滂	普袍	2_17
725	歌	果開一平歌見	古俄	2_17
726	蹉	果開一平歌清	七何	2_17
727	多	果開一平歌端	得何	2_17
728	娑	果開一平歌心	素何	2_17
729	駝	果開一平歌定	徒河	2_17/2_18
730	醝	果開一平歌從	昨何	2_18
731	莪	果開一平歌疑	五何	2_18
732	佗	果開一平歌透	託何	2_18
733	羅	果開一平歌來	魯何	2_18
734	那	果開一平歌泥	諾何	2_18
735	何	果開一平歌匣	胡歌	2_18
736	訶	果開一平歌曉	虎何	2_18
737	珂	果開一平歌溪	苦何	2_18
738	阿	果開一平歌影	烏何	2_18
739	戈	果合一平戈見	古禾	2_19/2_18
740	遳	果合一平戈清	七戈	2_19
741	𨹄	果合一平戈端	丁戈	2_19
742	莎	果合一平戈心	蘇禾	2_19
743	婆	果合一平戈並	薄波	2_19
744	㸰	果合一平戈定	徒和	2_19
745	摩	果合一平戈明	莫婆	2_19
746	矬	果合一平戈從	昨禾	2_19
747	訛	果合一平戈疑	五禾	2_19
748	詑	果合一平戈透	土禾	2_19
749	𩼊	果合一平戈來	落戈	2_19
750	捼	果合一平戈泥	奴禾	2_19
751	波	果合一平戈幫	博禾	2_19
752	頗	果合一平戈滂	滂禾	2_19
753	和	果合一平戈匣	戸戈	2_19
754	科	果合一平戈溪	苦禾	2_20/2_19
755	倭	果合一平戈影	烏禾	2_20
756	鞾	果合三平戈曉	許𦚢	2_20
757	𦚢	果合三平戈影	於靴	2_20
758	𩨷	果合三平戈溪	去靴	2_20
759	伽	果開三平戈羣	求迦	2_20
760	佉	果開三平戈溪	丘伽	2_20
761	迦	果開三平戈見	居伽	2_20
762	脞	果合三平戈清	醋伽	2_20
763	侳	果合三平戈精	子𩨷	2_20
764	瘸	果合三平戈羣	巨靴	2_20
765	𦣛	果合三平戈來	縷𩨷	2_20
766	麻	假開二平麻明	莫霞	2_20
767	車	假開三平麻昌	尺遮	2_20
768	奢	假開三平麻書	式車	2_20
769	邪	假開三平麻以	以遮	2_20
770	遮	假開三平麻章	正奢	2_20
771	嗟	假開三平麻精	子邪	2_20
772	蛇	假開三平麻船	食遮	2_20
773	華	假合二平麻匣	戸花	2_20/2_21
774	瓜	假合二平麻見	古華	2_21
775	華	假合二平麻曉	呼瓜	2_21
776	誇	假合二平麻溪	苦瓜	2_21
777	拏	假開二平麻孃	女加	2_21
778	嘉	假開二平麻見	古牙	2_21
779	遐	假開二平麻匣	胡加	2_21
780	葩	假開二平麻滂	普巴	2_21
781	鴉	假開二平麻影	於加	2_21
782	巴	假開二平麻幫	伯加	2_21
783	叉	假開二平麻初	初牙	2_21
784	鯊	假開二平麻生	所加	2_21/2_22
785	牙	假開二平麻疑	五加	2_22
786	樝	假開二平麻莊	側加	2_22
787	𡨀	假開二平麻澄	宅加	2_22
788	衺	假開三平麻邪	似嗟	2_22
789	闍	假開三平麻常	視遮	2_22
790	窊	假合二平麻影	烏瓜	2_22
791	髽	假合二平麻莊	莊華	2_22
792	檛	假合二平麻知	陟瓜	2_22
793	爬	假開二平麻並	蒲巴	2_22
794	楂	假開二平麻崇	鉏加	2_22
795	侘	假開二平麻徹	敕加	2_22
796	奓	假開二平麻知	陟加	2_22
797	煆	假開二平麻曉	許加	2_22
798	䶗	假開二平麻溪	苦加	2_22
799	㚗	假開三平麻從	才邪	2_22
800	若	假開三平麻日	人賒	2_22
801	些	假開三平麻心	寫邪	2_22
802	爹	假開三平麻知	陟邪	2_22
803	𣢉	假合二平麻疑	五瓜	2_22/2_23
804	𣘟	假開二平麻溪	乞加	2_23
805	陽	宕開三平陽以	與章	2_23
806	詳	宕開三平陽邪	似羊	2_23
807	良	宕開三平陽來	呂張	2_23/2_24
808	香	宕開三平陽曉	許良	2_24
809	商	宕開三平陽書	式羊	2_24
810	房	宕合三平陽並	符方	2_24
811	章	宕開三平陽章	諸良	2_24
812	昌	宕開三平陽昌	尺良	2_24
813	羌	宕開三平陽溪	去羊	2_24
814	薑	宕開三平陽見	居良	2_24/2_25
815	長	宕開三平陽澄	直良	2_25
816	張	宕開三平陽知	陟良	2_25
817	穰	宕開三平陽日	汝陽	2_25
818	方	宕合三平陽幫	府良	2_25
819	襄	宕開三平陽心	息良	2_25
820	將	宕開三平陽精	即良	2_25
821	創	宕開三平陽初	初良	2_25
822	亡	宕合三平陽明	武方	2_25/2_26
823	孃	宕開三平陽孃	女良	2_26
824	牀	宕開三平陽崇	士莊	2_26
825	莊	宕開三平陽莊	側羊	2_26
826	常	宕開三平陽常	市羊	2_26
827	霜	宕開三平陽生	色莊	2_26
828	牆	宕開三平陽從	在良	2_26
829	鏘	宕開三平陽清	七羊	2_26
830	匡	宕合三平陽溪	去王	2_26
831	王	宕合三平陽云	雨方	2_26
832	央	宕開三平陽影	於良	2_26
833	強	宕開三平陽羣	巨良	2_26
834	𦳝	宕開三平陽徹	褚羊	2_27
835	芳	宕合三平陽滂	敷方	2_27
836	狂	宕合三平陽羣	巨王	2_27
837	唐	宕開一平唐定	徒郎	2_27
838	郎	宕開一平唐來	魯當	2_27
839	當	宕開一平唐端	都郎	2_28/2_27
840	倉	宕開一平唐清	七岡	2_28
841	岡	宕開一平唐見	古郎	2_28
842	桑	宕開一平唐心	息郎	2_28
843	康	宕開一平唐溪	苦岡	2_28
844	荒	宕合一平唐曉	呼光	2_28
845	黃	宕合一平唐匣	胡光	2_28
846	光	宕合一平唐見	古黃	2_28/2_29
847	湯	宕開一平唐透	吐郎	2_29
848	滂	宕開一平唐滂	普郎	2_29
849	汪	宕合一平唐影	烏光	2_29
850	鴦	宕開一平唐影	烏郎	2_29
851	炕	宕開一平唐曉	呼郎	2_29
852	航	宕開一平唐匣	胡郎	2_29
853	茫	宕開一平唐明	莫郎	2_29
854	臧	宕開一平唐精	則郎	2_29
855	囊	宕開一平唐泥	奴當	2_29
856	傍	宕開一平唐並	步光	2_29
857	卬	宕開一平唐疑	五剛	2_29
858	藏	宕開一平唐從	昨郎	2_29
859	䯑	宕合一平唐溪	苦光	2_29
860	幫	宕開一平唐幫	博旁	2_29
861	庚	梗開二平庚見	古行	2_29/2_30
862	阬	梗開二平庚溪	客庚	2_30
863	盲	梗開二平庚明	武庚	2_30
864	橫	梗合二平庚匣	戸盲	2_30
865	閍	梗開二平庚幫	甫盲	2_30
866	諻	梗合二平庚曉	虎橫	2_30
867	觵	梗合二平庚見	古橫	2_30
868	彭	梗開二平庚並	薄庚	2_30
869	脝	梗開二平庚曉	許庚	2_30
870	瞠	梗開二平庚徹	丑庚	2_30
871	鎗	梗開二平庚初	楚庚	2_30
872	傖	梗開二平庚崇	助庚	2_30
873	霙	梗開三平庚影	於驚	2_30
874	磅	梗開三平庚滂	撫庚	2_30
875	平	梗開三平庚並	符兵	2_31/2_30
876	驚	梗開三平庚見	舉卿	2_31
877	明	梗開三平庚明	武兵	2_31
878	棖	梗開二平庚澄	直庚	2_31
879	趟	梗開二平庚知	竹盲	2_31
880	榮	梗合三平庚云	永兵	2_31
881	兵	梗開三平庚幫	甫明	2_31
882	兄	梗合三平庚曉	許榮	2_31
883	卿	梗開三平庚溪	去京	2_31
884	生	梗開二平庚生	所庚	2_31
885	擎	梗開三平庚羣	渠京	2_31
886	迎	梗開三平庚疑	語京	2_31
887	行	梗開二平庚匣	戸庚	2_31
888	鬤	梗開二平庚孃	乃庚	2_31
889	耕	梗開二平耕見	古莖	2_31
890	鏗	梗開二平耕溪	口莖	2_32/2_31
891	甍	梗開二平耕明	莫耕	2_32
892	浜	梗開二平耕幫	布耕	2_32
893	宏	梗合二平耕匣	戸萌	2_32
894	莖	梗開二平耕匣	戸耕	2_32
895	朾	梗開二平耕知	中莖	2_32
896	甖	梗開二平耕影	烏莖	2_32
897	崢	梗開二平耕崇	士耕	2_32
898	琤	梗開二平耕初	楚耕	2_32
899	儜	梗開二平耕孃	女耕	2_32
900	怦	梗開二平耕滂	普耕	2_32
901	轟	梗合二平耕曉	呼宏	2_32
902	繃	梗開二平耕幫	北萌	2_32
903	橙	梗開二平耕澄	宅耕	2_32
904	泓	梗合二平耕影	烏宏	2_32
905	輣	梗開二平耕並	薄萌	2_32
906	娙	梗開二平耕疑	五莖	2_33/2_32
907	爭	梗開二平耕莊	側莖	2_33
908	清	梗開三平清清	七情	2_33
909	情	梗開三平清從	疾盈	2_33
910	精	梗開三平清精	子盈	2_33
911	盈	梗開三平清以	以成	2_33
912	營	梗合三平清以	余傾	2_33
913	嬰	梗開三平清影	於盈	2_33
914	貞	梗開三平清知	陟盈	2_33
915	檉	梗開三平清徹	丑貞	2_33
916	成	梗開三平清常	是征	2_33/2_34
917	呈	梗開三平清澄	直貞	2_34
918	聲	梗開三平清書	書盈	2_34
919	征	梗開三平清章	諸盈	2_34
920	輕	梗開三平清溪	去盈	2_34
921	名	梗開三平清明	武并	2_34
922	跉	梗開三平清來	呂貞	2_34
923	并	梗開三平清幫	府盈	2_34
924	傾	梗合三平清溪	去營	2_34
925	𩛿	梗開三平清邪	徐盈	2_34
926	縈	梗合三平清影	於營	2_34
927	瓊	梗合三平清羣	渠營	2_34
928	騂	梗合三平清心	息營	2_34
929	頸	梗開三平清羣	巨成	2_34
930	𧵣	梗合三平清曉	火營	2_34
931	靑	梗開四平青清	倉經	2_34
932	經	梗開四平青見	古靈	2_34
933	㓝	梗開四平青匣	戸經	2_35/2_34
934	庭	梗開四平青定	特丁	2_35
935	丁	梗開四平青端	當經	2_35
936	馨	梗開四平青曉	呼刑	2_35
937	星	梗開四平青心	桑經	2_35
938	竮	梗開四平青滂	普丁	2_35
939	靈	梗開四平青來	郎丁	2_36/2_35
940	寧	梗開四平青泥	奴丁	2_36
941	汀	梗開四平青透	他丁	2_36
942	冥	梗開四平青明	莫經	2_36
943	瓶	梗開四平青並	薄經	2_37/2_36
944	熒	梗合四平青匣	戸扃	2_37
945	扃	梗合四平青見	古螢	2_37
946	蒸	曾開三平蒸章	煑仍	2_37
947	承	曾開三平蒸常	署陵	2_37
948	澂	曾開三平蒸澄	直陵	2_37
949	陵	曾開三平蒸來	力膺	2_37
950	膺	曾開三平蒸影	於陵	2_37
951	凭	曾開三平蒸並	扶冰	2_37
952	冫	曾開三平蒸幫	筆陵	2_37
953	蠅	曾開三平蒸以	余陵	2_37
954	繩	曾開三平蒸船	食陵	2_37
955	升	曾開三平蒸書	識蒸	2_38/2_37
956	仍	曾開三平蒸日	如乗	2_38
957	兢	曾開三平蒸見	居陵	2_38
958	徵	曾開三平蒸知	陟陵	2_38
959	繒	曾開三平蒸從	疾陵	2_38
960	凝	曾開三平蒸疑	魚陵	2_38
961	興	曾開三平蒸曉	虚陵	2_38
962	稱	曾開三平蒸昌	處陵	2_38
963	殑	曾開三平蒸羣	其矜	2_38
964	㱡	曾開三平蒸生	山矜	2_38
965	硱	曾開三平蒸溪	綺兢	2_38
966	僜	曾開三平蒸徹	丑升	2_38
967	磳	曾開三平蒸崇	仕兢	2_38
968	砯	曾開三平蒸滂	披冰	2_38
969	登	曾開一平登端	都滕	2_38
970	楞	曾開一平登來	魯登	2_38
971	僧	曾開一平登心	蘇增	2_38
972	崩	曾開一平登幫	北滕	2_38
973	增	曾開一平登精	作滕	2_38
974	瞢	曾開一平登明	武登	2_38
975	層	曾開一平登從	昨棱	2_38
976	朋	曾開一平登並	步崩	2_38
977	弘	曾合一平登匣	胡肱	2_38
978	肱	曾合一平登見	古弘	2_38
979	薨	曾合一平登曉	呼肱	2_38
980	能	曾開一平登泥	奴登	2_38
981	騰	曾開一平登定	徒登	2_39/2_38
982	恒	曾開一平登匣	胡登	2_39
983	搄	曾開一平登見	古恒	2_39
984	鼟	曾開一平登透	他登	2_39
985	漰	曾開一平登滂	普朋	2_39
986	尤	流開三平尤云	羽求	2_39
987	憂	流開三平尤影	於求	2_39
988	劉	流開三平尤來	力求	2_39/2_40
989	秋	流開三平尤清	七由	2_40
990	猷	流開三平尤以	以周	2_40
991	牛	流開三平尤疑	語求	2_40
992	遒	流開三平尤精	即由	2_40
993	酋	流開三平尤從	自秋	2_40
994	脩	流開三平尤心	息流	2_40
995	抽	流開三平尤徹	丑鳩	2_41
996	恘	流開三平尤溪	去秋	2_41
997	犫	流開三平尤昌	赤周	2_41
998	周	流開三平尤章	職流	2_41
999	讎	流開三平尤常	市流	2_41
1000	柔	流開三平尤日	耳由	2_41
1001	收	流開三平尤書	式州	2_41
1002	丘	流開三平尤溪	去鳩	2_42/2_41
1003	䬌	流開三平尤滂	匹尤	2_42
1004	鳩	流開三平尤見	居求	2_42
1005	不	流開三平尤幫	甫鳩	2_42
1006	𢯱	流開三平尤生	所鳩	2_42
1007	搊	流開三平尤初	楚鳩	2_42
1008	鄒	流開三平尤莊	側鳩	2_42
1009	愁	流開三平尤崇	士尤	2_42
1010	休	流開三平尤曉	許尤	2_42
1011	囚	流開三平尤邪	似由	2_42
1012	儔	流開三平尤澄	直由	2_42/2_43
1013	輈	流開三平尤知	張流	2_43
1014	𧚍	流開三平尤羣	巨鳩	2_43
1015	浮	流開三平尤並	縛謀	2_43
1016	謀	流開三平尤明	莫浮	2_44/2_43
1017	侯	流開一平侯匣	戸鉤	2_44
1018	謳	流開一平侯影	烏侯	2_44
1019	羺	流開一平侯泥	奴鉤	2_44
1020	樓	流開一平侯來	落侯	2_44
1021	涑	流開一平侯心	速侯	2_44/2_45
1022	彄	流開一平侯溪	恪侯	2_45
1023	齁	流開一平侯曉	呼侯	2_45
1024	𣠏	流開一平侯精	子侯	2_45
1025	偷	流開一平侯透	託侯	2_45
1026	頭	流開一平侯定	度侯	2_45
1027	齵	流開一平侯疑	五婁	2_45
1028	鉤	流開一平侯見	古侯	2_45
1029	兜	流開一平侯端	當侯	2_45
1030	㔌	流開一平侯從	徂鉤	2_45
1031	裒	流開一平侯並	薄侯	2_45
1032	䜅	流開一平侯清	千侯	2_45
1033	呣	流開一平侯明	亡侯	2_45
1034	幽	流開三平幽影	於虯	2_45
1035	虯	流開三平幽羣	渠幽	2_46
1036	彪	流開三平幽幫	甫烋	2_46
1037	鏐	流開三平幽來	力幽	2_46
1038	樛	流開三平幽見	居虯	2_46
1039	淲	流開三平幽並	皮彪	2_46
1040	稵	流開三平幽精	子幽	2_46
1041	犙	流開三平幽生	山幽	2_46
1042	聱	流開三平幽疑	語虯	2_46
1043	飍	流開三平幽曉	香幽	2_46
1044	繆	流開三平幽明	武彪	2_46
1045	侵	深開三平侵清	七林	2_46
1046	尋	深開三平侵邪	徐林	2_46
1047	林	深開三平侵來	力尋	2_46
1048	琛	深開三平侵徹	丑林	2_46
1049	斟	深開三平侵章	職深	2_46
1050	沈	深開三平侵澄	直深	2_46/2_47
1051	碪	深開三平侵知	知林	2_47
1052	諶	深開三平侵常	氏任	2_47
1053	任	深開三平侵日	如林	2_47
1054	深	深開三平侵書	式針	2_47
1055	淫	深開三平侵以	餘針	2_47
1056	心	深開三平侵心	息林	2_47
1057	愔	深開三平侵影A	挹淫	2_47
1058	祲	深開三平侵精	子心	2_47
1059	𩷒	深開三平侵從	昨淫	2_47
1060	䛘	深開三平侵孃	女心	2_47
1061	琴	深開三平侵羣B	巨金	2_47
1062	欽	深開三平侵溪B	去金	2_47
1063	吟	深開三平侵疑B	魚金	2_47
1064	歆	深開三平侵曉B	許金	2_47
1065	金	深開三平侵見B	居吟	2_47/2_48
1066	音	深開三平侵影B	於金	2_48
1067	森	深開三平侵生	所今	2_48
1068	岑	深開三平侵崇	鋤針	2_48
1069	兂	深開三平侵莊	側吟	2_48
1070	嵾	深開三平侵初	楚簪	2_48
1071	𧡪	深開三平侵昌	充針	2_48
1072	覃	咸開一平覃定	徒含	2_48
1073	參	咸開一平覃清	倉含	2_48
1074	南	咸開一平覃泥	那含	2_48
1075	諳	咸開一平覃影	烏含	2_48/2_49
1076	含	咸開一平覃匣	胡男	2_49
1077	婪	咸開一平覃來	盧含	2_49
1078	蠶	咸開一平覃從	昨含	2_49
1079	簪	咸開一平覃精	作含	2_49
1080	探	咸開一平覃透	他含	2_49
1081	耽	咸開一平覃端	丁含	2_49
1082	龕	咸開一平覃溪	口含	2_49
1083	㟏	咸開一平覃曉	火含	2_49
1084	毿	咸開一平覃心	蘇含	2_49
1085	弇	咸開一平覃見	古南	2_49
1086	䜙	咸開一平覃疑	五含	2_49
1087	談	咸開一平談定	徒甘	2_49
1088	甘	咸開一平談見	古三	2_50/2_49
1089	擔	咸開一平談端	都甘	2_50
1090	三	咸開一平談心	蘇甘	2_50
1091	藍	咸開一平談來	魯甘	2_50
1092	坩	咸開一平談溪	苦甘	2_50
1093	舑	咸開一平談透	他酣	2_50
1094	慙	咸開一平談從	昨甘	2_50
1095	酣	咸開一平談匣	胡甘	2_50
1096	姏	咸開一平談明	武酣	2_50
1097	𩈻	咸開一平談從	昨三	2_50
1098	蚶	咸開一平談曉	呼談	2_50
1099	鹽	咸開三平鹽以	余廉	2_50
1100	廉	咸開三平鹽來	力鹽	2_50
1101	砭	咸開三平鹽幫B	府廉	2_50
1102	銛	咸開三平鹽心	息廉	2_51/2_50
1103	籤	咸開三平鹽清	七廉	2_51
1104	詹	咸開三平鹽章	職廉	2_51
1105	棎	咸開三平鹽常	視占	2_51
1106	苫	咸開三平鹽書	失廉	2_51
1107	䪜	咸開三平鹽昌	處占	2_51
1108	𩓾	咸開三平鹽日	汝鹽	2_51
1109	黏	咸開三平鹽孃	女廉	2_51
1110	炎	咸開三平鹽云	于廉	2_51
1111	霑	咸開三平鹽知	張廉	2_51
1112	覘	咸開三平鹽徹	丑廉	2_51
1113	淹	咸開三平鹽影B	央炎	2_51
1114	𢜩	咸開三平鹽溪B	丘廉	2_51
1115	𪙊	咸開三平鹽疑B	語廉	2_51
1116	尖	咸開三平鹽精	子廉	2_51
1117	潛	咸開三平鹽從	昨鹽	2_51
1118	箝	咸開三平鹽羣B	巨淹	2_51/2_52
1119	懕	咸開三平鹽影A	一鹽	2_52
1120	燅	咸開三平鹽邪	徐鹽	2_52
1121	襳	咸開三平鹽生	史炎	2_52
1122	㶣	咸開三平鹽澄	直廉	2_52
1123	鍼	咸開三平鹽羣A	巨鹽	2_52
1124	添	咸開四平添透	他兼	2_52
1125	𩬑	咸開四平添端	丁兼	2_52
1126	甜	咸開四平添定	徒兼	2_52
1127	鬑	咸開四平添來	勒兼	2_52
1128	謙	咸開四平添溪	苦兼	2_52
1129	兼	咸開四平添見	古甜	2_52
1130	嫌	咸開四平添匣	戸兼	2_52
1131	鮎	咸開四平添泥	奴兼	2_52
1132	馦	咸開四平添曉	許兼	2_52
1133	咸	咸開二平咸匣	胡讒	2_52
1134	緘	咸開二平咸見	古咸	2_52
1135	攕	咸開二平咸生	所咸	2_53/2_52
1136	𤟟	咸開二平咸影	乙咸	2_53
1137	嵒	咸開二平咸疑	五咸	2_53
1138	㰹	咸開二平咸曉	許咸	2_53
1139	詀	咸開二平咸知	竹咸	2_53
1140	諵	咸開二平咸孃	女咸	2_53
1141	讒	咸開二平咸崇	士咸	2_53
1142	鵮	咸開二平咸溪	苦咸	2_53
1143	銜	咸開二平銜匣	戸監	2_53
1144	巉	咸開二平銜崇	鋤銜	2_53
1145	巖	咸開二平銜疑	五銜	2_53
1146	攙	咸開二平銜初	楚銜	2_53
1147	衫	咸開二平銜生	所銜	2_53
1148	監	咸開二平銜見	古銜	2_53
1149	𨂝	咸開二平銜並	白銜	2_53
1150	嵌	咸開二平銜溪	口銜	2_53
1151	嚴	咸開三平嚴疑	語𩏩	2_53
1152	𩏩	咸開三平嚴曉	虚嚴	2_53
1153	醃	咸開三平嚴影	於嚴	2_53
1154	㪁	咸開三平嚴溪	丘嚴	2_53
1155	凡	咸合三平凡並	符咸	2_53
1156	䒦	咸合三平凡滂	匹凡	2_53
1157	董	通開一上東端	多動	3_4/3_5
1158	蠓	通開一上東明	莫孔	3_5
1159	孔	通開一上東溪	康董	3_5
1160	㪌	通開一上東心	先孔	3_5
1161	侗	通開一上東透	他孔	3_5
1162	緫	通開一上東精	作孔	3_5
1163	澒	通開一上東匣	胡孔	3_5
1164	蓊	通開一上東影	烏孔	3_5
1165	𨑊	通開一上東泥	奴動	3_5
1166	琫	通開一上東幫	邊孔	3_5
1167	曨	通開一上東來	力董	3_5
1168	嗊	通開一上東曉	呼孔	3_5
1169	動	通開一上東定	徒揔	3_5
1170	菶	通開一上東並	蒲蠓	3_5
1171	腫	通開三上鍾章	之隴	3_5
1172	寵	通開三上鍾徹	丑隴	3_5
1173	隴	通開三上鍾來	力踵	3_6/3_5
1174	擁	通開三上鍾影	於隴	3_6
1175	宂	通開三上鍾日	而隴	3_6
1176	重	通開三上鍾澄	直隴	3_6
1177	冢	通開三上鍾知	知隴	3_6
1178	奉	通開三上鍾並	扶隴	3_6
1179	捧	通開三上鍾滂	敷奉	3_6
1180	勇	通開三上鍾以	余隴	3_6
1181	恐	通開三上鍾溪	丘隴	3_6
1182	尰	通開三上鍾常	時宂	3_6
1183	拱	通開三上鍾見	居悚	3_6
1184	悚	通開三上鍾心	息拱	3_6
1185	洶	通開三上鍾曉	許拱	3_6
1186	覂	通開三上鍾幫	方勇	3_6
1187	湩	通開一上冬端	都𪁪	3_6
1188	𪁪	通開一上冬明	莫湩	3_6
1189	䅃	通開三上鍾羣	渠隴	3_6
1190	𨿿	通開三上鍾昌	充隴	3_6/3_7
1191	𢃭	通開三上鍾章	職勇	3_7
1192	䙕	通開三上鍾精	子冢	3_7
1193	講	江開二上江見	古項	3_7
1194	㭋	江開二上江並	步項	3_7
1195	慃	江開二上江影	烏項	3_7
1196	𠈵	江開二上江明	武項	3_7
1197	項	江開二上江匣	胡講	3_7
1198	𦂌	江開二上江幫	巴講	3_7
1199	傋	江開二上江曉	虚慃	3_7
1200	紙	止開三上支章	諸氏	3_7
1201	是	止開三上支常	承紙	3_7
1202	靡	止開三上支明B	文彼	3_7
1203	彼	止開三上支幫B	甫委	3_7
1204	被	止開三上支並B	皮彼	3_7
1205	毀	止合三上支曉B	許委	3_7
1206	委	止合三上支影B	於詭	3_7/3_8
1207	跪	止合三上支溪B	去委	3_8
1208	詭	止合三上支見B	過委	3_8
1209	髓	止合三上支心	息委	3_8
1210	絫	止合三上支來	力委	3_8
1211	技	止開三上支羣B	渠綺	3_8
1212	倚	止開三上支影B	於綺	3_8
1213	掎	止開三上支見B	居綺	3_8
1214	綺	止開三上支溪B	墟彼	3_8
1215	螘	止開三上支疑B	魚倚	3_8
1216	蔿	止合三上支云	韋委	3_8
1217	觜	止合三上支精	即委	3_8
1218	蘂	止合三上支日	如累	3_8
1219	此	止開三上支清	雌氏	3_8/3_9
1220	豸	止開三上支澄	池爾	3_9
1221	徙	止開三上支心	斯氏	3_9
1222	酏	止開三上支以	移爾	3_9
1223	邐	止開三上支來	力紙	3_9
1224	躧	止開三上支生	所綺	3_9
1225	𢔌	止開三上支幫B	并弭	3_9
1226	爾	止開三上支日	兒氏	3_9
1227	渳	止開三上支明A	綿婢	3_9
1228	婢	止開三上支並A	便俾	3_9
1229	侈	止開三上支昌	尺氏	3_9
1230	弛	止開三上支書	施是	3_9
1231	紫	止開三上支精	將此	3_10/3_9
1232	捶	止合三上支章	之累	3_10
1233	揣	止合三上支初	初委	3_10
1234	𤢍	止合三上支邪	隨婢	3_10
1235	舓	止開三上支船	神帋	3_10
1236	㧗	止開三上支莊	側氏	3_10
1237	㱟	止開三上支滂B	匹靡	3_10
